score_fingerprint,NA,Asian,Black,Multiple Races,Native American,White
-0.99323403229937|0.882136024069041|-0.930992645677179|-0.82822254113853|-0.535622865427285|-0.0685511180199683|-0.932087752968073|-0.301008943468332|-0.108278397470713|-0.635804416611791|-0.935789371840656|-0.76067220652476|-0.30722950398922|-0.0824103699997067|0.0285623767413199|-0.702541853766888|0.800234152469784|-0.117753833532333,-4.932973252574447,-4.9903171104379,-4.500270636781136,-4.850428846028323,-4.44922171564928,-5.022842804157766
-0.056075538508594|-0.575490794144571|0.304622707888484|0.485684500075877|0.235151643399149|-0.259125761687756|-0.731338737998158|-0.143598955590278|-0.221773960627615|-0.243517933879048|-0.359239656478167|0.954691717401147|0.681722226552665|-0.682870359160006|0.0949016781523824|-0.186901302076876|0.710178308654577|-0.666229063645005,0.3619847813853994,-0.21010787316287557,-0.061746048704824516,-0.3498114774934947,0.07694211262278258,-0.15621049867888145
0.715605254750699|0.0927698602899909|0.0246776137501001|-0.00508053274825215|-0.444771101698279|-0.991779793985188|0.317094447091222|-0.461666891817003|-0.981082159094512|0.990963755641133|0.715468978043646|-0.63785851560533|-0.723493836820126|0.412941448390484|-0.293302183970809|-0.411631061229855|-0.223875869996846|-0.427294905297458,-1.8708173858234658,-2.0270899101160467,-1.6507709703692752,-1.720756070781499,-2.714374563610181,-1.4404049003642856
0.25711185624823|0.624275130685419|0.0594635019078851|-0.227919276803732|0.34292687382549|0.965752602089196|-0.795069105923176|0.17817647010088|-0.213038217276335|0.766302316915244|-0.927642207127064|-0.19805893721059|0.85669613070786|0.439036444295198|-0.482665235642344|0.359615665394813|0.025628216098994|-0.155819750856608,0.9220043223584071,1.030182653075705,0.6658736466417192,-0.5205229589249939,0.5497360757086426,0.5529298663924576
0.345954469870776|-0.981901107821614|-0.545192210003734|0.779100106563419|-0.00232867710292339|0.474359902087599|0.972855434287339|0.366607051808387|-0.955935619305819|-0.991160941310227|0.125625286716968|0.16717394720763|0.410998223349452|-0.827210674062371|-0.810325835365802|0.58893265388906|0.246401055250317|-0.868121069390327,-0.16588436185847968,-0.08408995197775461,-0.8166345652606752,-0.4495491340290755,-0.6219437642022967,-0.578212837139875
-0.108555159531534|0.872891216538846|0.951932308729738|-0.769113507587463|0.721799868624657|-0.606370870023966|-0.321081569418311|0.723402184899896|0.660394850652665|0.450004767626524|-0.435878205113113|0.324880656320602|0.151064696256071|0.692915265914053|0.974558182060719|-0.259242118801922|0.853641731198877|0.432254632934928,3.0515740964212457,3.2088019968786585,3.220150456334361,3.0148119427263738,3.100510742841289,3.1712589922936303
-0.648458551615477|-0.781919479835778|-0.710334690287709|-0.040249596349895|-0.525703669991344|0.41088566603139|-0.989629227668047|-0.484735711943358|0.583643530029804|-0.746315193828195|-0.263044748455286|-0.62155497726053|-0.766148255672306|0.222555151209235|0.452715586405247|-0.174086374696344|-0.850948384031653|-0.730812005698681,-4.500261697045062,-4.288479916301245,-4.018178101577279,-4.408950463309884,-3.549539647414349,-4.436596579686282
0.834208131302148|0.217260954901576|0.368445904925466|-0.313920643180609|0.674490625038743|-0.842372562270612|-0.773031200747937|0.958308626897633|0.152856617700309|-0.0516845020465553|-0.201745932456106|0.613311683759093|0.628152574878186|-0.975514896214008|-0.452849104069173|0.363953777123243|-0.673167633358389|0.642284439876676,0.5040000421111472,0.7103073700486373,0.7427608282827014,0.04536919148328408,-0.012123784453918485,0.7109742338327826
0.511626772582531|0.0618117707781494|-0.124614465516061|0.392465505748987|0.844706292729825|0.0240551414899528|0.867668728344142|-0.873068107292056|0.630929315462708|-0.748314078897238|0.397064396180212|0.706747905816883|-0.24220041744411|-0.294939001090825|-0.34397183265537|-0.471247402951121|0.307364356238395|-0.0100634815171361,1.8252442082273774,1.6308373741960775,1.4760868260317863,2.103430681132401,1.7225588483891139,1.7606857806678522
0.10502565652132|0.0202435241080821|0.794154216069728|0.490387214813381|0.617267709225416|-0.275187129154801|-0.503658196888864|0.385100212879479|0.565398730803281|0.0360875530168414|0.597537645604461|-0.0461021112278104|0.339919802267104|0.969782073050737|0.0184312481433153|-0.76214186521247|-0.610366426873952|0.159580889623612,2.248657687183004,2.204460080123196,2.218664198843072,2.1746571949062248,1.9720123777010787,2.307836996673856
-0.152694202959538|0.591235734522343|0.477559869177639|0.842797171324492|-0.101472231559455|0.761878174263984|-0.540115437936038|-0.894986080005765|-0.0385608654469252|-0.560624541249126|-0.780959749594331|0.139458825811744|-0.385951216798276|0.411526442505419|-0.701636522542685|-0.498043623287231|-0.188235827255994|0.0855097826570272,-0.5609724380774423,-0.3158640804700554,-0.44684656173059784,-0.9063235542426507,-0.055615072410243244,-0.551098121618365
-0.863182268571109|-0.372101723682135|-0.423117933329195|0.463697235099971|-0.454158016014844|0.772413561120629|0.2150176204741|-0.849076742772013|-0.648159489035606|-0.538634884171188|0.828403566963971|0.561461951117963|0.201159056276083|0.0892522409558296|0.68063623458147|-0.288591773249209|0.666882317047566|0.610420853830874,0.76085165849654,0.09073773344668248,0.5464087573828659,1.470454213504369,1.342693386801208,0.5087630024971136
0.854733952321112|0.239926473237574|0.540008301846683|0.801156728062779|0.414450872689486|-0.49752948526293|0.208369877655059|-0.865220014471561|-0.420422189403325|0.584358174353838|-0.190690867137164|-0.252507951576263|0.332530508749187|0.126286963466555|-0.21559646492824|0.893045766744763|-0.757615305483341|0.17873027920723,1.3877595947822556,1.3702911512150118,1.3295218730457472,0.9119318561473241,0.7581078774373358,1.438961551284868
0.630183677189052|-0.432848583441228|0.339155595749617|-0.549472823273391|0.989649453666061|-0.960703824646771|0.492531039752066|-0.352509699296206|0.985901753418148|-0.337498839944601|0.377203058451414|0.282298647798598|0.767658187076449|-0.424823431763798|-0.864531213883311|0.354794897604734|0.229808506555855|0.780500345863402,2.0978256021742707,1.573060818761587,1.5584116817555493,2.6045481256674976,1.3710417112102733,1.6476705196295298
-0.369245070498437|0.216142913792282|0.028426525183022|-0.830219379626215|0.570487613789737|0.851447789464146|-0.445176953915507|0.091192448977381|0.493246878962964|0.816926720552146|0.456805482506752|0.997367084491998|0.645189851522446|0.482933444902301|0.781894704326987|-0.583667011465877|0.297119102440774|0.391879686154425,2.9001005372265354,2.430033037966738,2.726499400129628,2.478343766120573,3.081139199513321,2.7500433919233043
-0.249991345219314|-0.261378426570445|0.363399364519864|-0.806587849278003|0.5661063590087|0.247603517025709|0.274607856292278|0.96644737618044|-0.0308316382579505|-0.266751879826188|0.893228976987302|0.850553313270211|-0.8806839925237|-0.0348128457553685|-0.538985558785498|0.962815005332232|-0.792721640318632|-0.295055914204568,0.12987924012122676,0.9672337944153697,0.5069185623907726,0.4343712259394427,0.36660501648051047,0.7402655249482837
-0.0924826958216727|-0.646904028952122|0.461584018543363|-0.694360023364425|-0.837964484933764|-0.080590661149472|0.858780918642879|-0.268136819358915|-0.351142024621367|-0.333655062597245|0.6589579815045|0.939271099865437|0.465932514052838|-0.971634411253035|0.623668470885605|-0.646299299784005|-0.168968309648335|-0.98178532673046,-0.7514245070051402,-1.3709132705039035,-0.9805864813258975,-0.8824017998296767,-0.8531384519301355,-0.7725679343721519
0.615852454677224|-0.579711426515132|-0.815974161028862|0.14848775183782|-0.906999217811972|0.268356095999479|0.00973433954641223|-0.24963082652539|-0.469898596405983|0.811406540218741|-0.945444844197482|-0.550563236698508|0.685256689786911|0.0436645452864468|0.701432233676314|-0.743674628902227|0.876727268099785|-0.642975667025894,-0.9640808124211617,-1.5361434895700465,-1.4279983151294464,-1.8145555384612333,-1.28878044692489,-1.5388202936942477
0.0867814761586487|0.968877331819385|0.391492978204042|-0.204739657230675|0.124099644366652|-0.522863301914185|0.619272721931338|-0.417047149501741|0.153376902453601|-0.326537649612874|0.707173469942063|-0.338910999707878|-0.164266764186323|-0.295251700095832|-0.819936966523528|-0.389714896678925|-0.565554947592318|0.281428978312761,-0.38443754281615833,-0.4500060678925365,-0.2643195596864205,0.09014655252297722,-0.8014827799440051,-0.06239709779954955
0.71358413528651|-0.309951308649033|0.812621240038425|0.146747571416199|-0.127206841018051|0.838862020522356|0.123306253924966|-0.079354340210557|-0.648481481708586|0.809785683639348|-0.331690942402929|-0.595766589511186|0.528754433151335|0.83915891777724|0.273001664783806|0.0680703390389681|-0.710134198423475|0.301475743297487,1.7358372007030993,1.8653192280481259,1.5667118818594006,1.0599759420069554,1.604904111723105,1.6229560219360137
0.811828497797251|0.0944265457801521|0.907169527839869|0.402313415892422|0.471678342670202|-0.355960210319608|-0.455390534829348|0.438084939494729|-0.0015744362026453|-0.918606971856207|0.226539481431246|-0.212692314758897|-0.167510819621384|-0.606087916065007|0.127732708584517|-0.317371449898928|0.250948145985603|0.802400554530323,1.4734972914448008,1.609634875304376,1.5214089545813665,1.858757179013143,1.4062205447504916,1.534199318744157
0.298437699209899|-0.757616321090609|0.577616445254534|-0.00526068499311805|-0.0826714686118066|0.929241756908596|0.6330726002343|0.822331440169364|0.384369177278131|0.716063357423991|-0.056358543690294|0.895719832275063|-0.371636590454727|-0.769108456559479|-0.663001843728125|0.0866110967472196|-0.271997205913067|-0.111198881175369,1.9298295233864338,2.257848748782029,1.6277953971901702,1.7805253916420043,2.1932742786826567,1.9712847518186798
0.888295856770128|0.966103062499315|0.108990683220327|0.298577051609755|-0.974167606793344|-0.0796831380575895|0.124095214996487|0.619945832062513|-0.712373920716345|0.951107054483145|0.725072103086859|-0.439049231354147|0.899498274084181|0.632453363854438|0.747233109548688|-0.932064448483288|-0.103245368693024|-0.166382551658899,2.1092089622397907,1.8024766685285918,2.0487141128590642,1.3773909293115139,1.1850527608767152,2.36193401733249
0.185442228335887|0.287180431187153|-0.5442766379565|-0.399754544720054|0.473744919057935|-0.427006054669619|0.388950956519693|-0.891951315104961|0.0315630198456347|-0.743799245450646|0.563140215817839|0.256115969270468|0.291158081032336|0.0500706820748746|0.840433309786022|0.112247800920159|0.00733956787735224|-0.905669233761728,-0.32990347251761704,-0.644939933794861,-0.34844671660879006,-0.622620064439252,-0.6874931594589725,-0.2940372890774526
-0.281673284713179|-0.134928971529007|0.794666248373687|-0.257752830162644|-0.907606788445264|-0.109052862040699|-0.919121896382421|-0.967875436879694|0.0727387019433081|-0.469685724005103|0.222729259170592|-0.12960148928687|-0.137130120769143|0.637225561309606|-0.513427312020212|0.799502202309668|0.417281488422304|-0.280924549791962,-1.055382586363703,-1.3295511923419931,-1.0986520771808164,-0.9105837175312141,-1.0550336361785109,-1.313271923535473
0.878573110327125|-0.680933280847967|-0.457340725697577|-0.933614650275558|-0.478569319471717|-0.404007171746343|-0.148477031849325|0.704845726490021|-0.787792204879224|0.910817777737975|-0.440654197242111|0.934924380853772|0.894406646490097|0.660675846971571|-0.738227561116219|-0.216892656870186|-0.21629080362618|-0.679817023221403,-1.2832251601153986,-1.3034287155450632,-1.3741204095172213,-2.4665601771169654,-2.2060095728452627,-1.2947150449116342
0.185103852767497|0.846740650944412|0.736392094753683|0.155155611690134|-0.893066075630486|-0.629504365380853|-0.923170309513807|0.333049456123263|-0.659956375136971|0.797368308063596|0.300877871923149|-0.689609521068633|0.0985910557210445|-0.691527503542602|-0.568440685048699|0.401224359404296|0.932015325408429|0.26887533441186,0.026390203542541707,-0.3866599115232627,-0.06667628658254182,-2.729788577804926e-4,-0.7647326715212936,-0.08977126553441622
0.863394028507173|-0.768001343123615|0.547755632549524|0.4683668166399|0.188506491016597|0.414532563649118|0.0256634135730565|-0.704965480137616|0.355818002484739|-0.364740853197873|-0.249748136848211|-0.453194275032729|-0.120425086934119|-0.496857034508139|-0.25202185800299|0.309531839098781|0.745548280887306|0.28971542743966,1.5393583143944851,1.2809807947060714,0.9390607659321244,1.6958500746792804,1.5096544768816482,0.9364582525654482
0.595454211812466|0.301752168219537|-0.764629771001637|-0.733812936581671|-0.347135225310922|0.0928932907991111|-0.125640757847577|-0.658984481822699|-0.846321157179773|0.946021073497832|-0.294048194307834|0.792043342255056|0.137256491929293|0.248651172965765|-0.295755710918456|-0.269386076368392|0.598938080482185|-0.402999341487885,-1.240540508693084,-1.5732145936693995,-1.2778519523148941,-2.1048501999583094,-1.7747068280354141,-1.227756315813966
-0.105671315453947|-0.105750486720353|-0.374643677379936|0.57920191809535|-0.889402975793928|-0.600447533652186|-0.642236923798919|0.452736691106111|-0.581812887918204|-0.138722599018365|0.986959523521364|0.394106979481876|-0.429955697618425|0.106052393559366|0.679701483342797|0.741000333800912|0.993179411627352|0.430571595206857,0.7063388488953933,0.6045087312192966,0.9700986725157471,1.508455306602021,0.7772503242905562,0.957159887680029
-0.155043394770473|-0.824955893680453|0.608902269974351|-0.302641023881733|0.370394486933947|-0.211201886180788|0.0849691708572209|-0.616886086761951|-0.0150731611065567|0.694549607578665|-0.648764052893966|-0.62832930823788|0.495796162635088|-0.443526871502399|0.366513495799154|0.668349569663405|0.0401535099372268|-0.591004724148661,-0.3799438843503594,-0.8420953479285042,-0.8182632970908243,-0.8183952308725566,-0.6310931791551412,-0.9973886528143696
0.571736558806151|-0.847025327850133|-0.356538428459316|-0.332137113437057|-0.881566329859197|-0.764019169844687|-0.129417913034558|-0.234226488508284|-0.0987370358780026|-0.623323937878013|-0.178318008780479|-0.958565503824502|-0.853572858031839|-0.568426178768277|-0.502266600728035|0.447299890220165|0.807131818495691|0.166143874172121,-3.3655993334017693,-3.3662326208936673,-3.3103440091397647,-2.428029514600833,-3.381755098964398,-3.5208389476163835
0.713763372506946|-0.723191556055099|0.600724083837122|0.0820241929031909|-0.824692297261208|0.114448351785541|0.156074041500688|-0.631320560351014|0.200676892884076|-0.156828252132982|-0.858171595260501|-0.895865398924798|-0.768330690916628|-0.997118976898491|-0.947640013415366|0.908922723960131|0.149958752095699|0.598161952104419,-1.6013741750852206,-1.4115073061082513,-1.7230153548203546,-1.0027591571987917,-1.2756933787915234,-1.8567809819566463
-0.0322642610408366|-0.325736910104752|0.450535249430686|0.641614887397736|0.423928657080978|0.1067801900208|0.448078149463981|0.455304673872888|-0.643549761734903|-0.496070825960487|0.573898173868656|-0.630099792033434|-0.313232306856662|-0.919639089610428|-0.362550388090312|-0.0488560856319964|0.345582469832152|0.305015422869474,0.5887830205378123,0.5816093676257879,0.28862221380048947,1.2335824920795857,0.44461825357284396,0.4285239710974708
0.0756333810277283|0.186959146987647|0.345516982022673|-0.226999646518379|0.907509100623429|-0.865687638055533|0.546375774312764|-0.822748556733131|-0.0619731461629272|0.912073482293636|0.606527681928128|0.931119833141565|0.206208125222474|-0.2563341637142|0.965811989735812|-0.866590799298137|-0.895170785952359|0.00153781939297915,0.9206053630681708,0.3497970386253049,1.1197518736494843,0.7871283003905167,0.6307638088784491,1.3171664584924168
-0.0458148918114603|-0.910247714724392|0.949864845722914|0.780283039435744|-0.578556621447206|-0.159324552398175|-0.765620905905962|-0.0208031614311039|-0.634842860512435|0.962545088957995|-0.382173581980169|0.91561439121142|0.758376452606171|0.652150488458574|0.831841205712408|-0.0823787236586213|-0.147566098719835|0.559183393139392,1.994540903181769,1.6015086786045383,1.9770831198134045,1.6380604340229183,2.1838249794440343,1.8538774625663006
0.469613169785589|-0.329212533310056|0.158737841527909|0.458720538765192|-0.0480886134319007|-0.101241144351661|0.748698585201055|0.354004661552608|0.466671128291637|-0.573040368966758|-0.448667864315212|0.441827105823904|-0.890709300991148|0.260216962080449|0.262788085266948|0.639974057674408|-0.652251898311079|0.119109327439219,0.7994538763538003,1.7990450005357466,1.2344945196127002,1.2413928703404964,1.5044497711816804,1.37661292335822
0.045941948890686|-0.257981423288584|0.450168806128204|-0.777199068572372|0.575380375143141|-0.875465448945761|0.300837173592299|-0.895425175782293|0.42139105964452|-0.679774604737759|0.629347126465291|-0.314744859468192|-0.390343425329775|-0.0646096547134221|-0.342396863736212|0.384027272928506|-0.403765495400876|-0.767945554573089,-1.703317550662905,-1.8464879231682667,-1.695177946319907,-1.3687658826820552,-2.093537274422124,-1.6862668910365113
-0.929358562454581|0.0240166960284114|-0.290798718109727|-0.51033722050488|-0.3354612281546|-0.172406665049493|-0.45944013632834|-0.0147959529422224|0.891315091867|-0.682256443426013|0.728056140244007|0.441651177126914|0.9459333345294|-0.184192005544901|-0.757763485424221|-0.903684518299997|0.234938803594559|0.50795185379684,-0.5077609813422896,-1.341082009828339,-0.7871608395107884,0.016967242428412004,-0.5807531979555886,-0.919563532172964
0.814229076262563|-0.994042172562331|-0.922560482285917|0.836351518519223|-0.62650985410437|-0.218347198795527|-0.995937991887331|-0.688788858707994|0.940405594184995|-0.40809494163841|0.409583064727485|0.0125858085229993|0.0459324372932315|-0.332328574266285|0.235013281460851|-0.312613647896796|0.0548010561615229|0.429906590376049,-0.5285509760142304,-1.1457293421340484,-0.6393572681117803,-0.19912740467116236,-0.42278939485549927,-0.8048210001952362
0.86002459237352|0.895459279883653|-0.626106480602175|-0.26953683886677|-0.636482540518045|0.642001379281282|-0.63844907283783|-0.120785360224545|0.916319442447275|-0.342468964401633|-0.432518516667187|-0.34724713023752|0.300243385136127|0.251439560670406|-0.305283580906689|0.299075124319643|0.954206213820726|-0.824825196992606,0.506000607716851,0.5378391701107224,0.1893023627335896,-0.47048465947931006,0.12045555269966529,0.17671579871223209
-0.762836121022701|0.763943817466497|-0.528583363164216|0.95979229034856|-0.831877398770303|0.712716873735189|0.74742193473503|0.297839103266597|-0.145732721313834|-0.146779860835522|0.304082653485239|-0.990865882951766|0.369151482824236|-0.402783737983555|0.424117694143206|-0.839202790055424|-0.58698286768049|0.680358353070915,0.07540850274963304,-0.022632255110268784,0.12931982602587797,0.5986316463910043,0.5274567360291258,0.1939577962819706
-0.279780331999063|-0.464399409014732|0.0878099421970546|0.454995264764875|-0.787554048001766|0.779056190978736|0.497023453004658|-0.380900538526475|-0.467799664009362|-0.359174703713506|-0.853763218037784|0.401524180080742|-0.526793212164193|0.500459648203105|-0.725450316444039|0.216814097948372|-0.30422411672771|0.560815401840955,-0.9935152111691423,-0.4468566082107524,-0.8157164270183312,-0.6110818517704805,-0.11049730678399405,-0.8645163017328147
-0.668340704403818|-0.599127118941396|-0.848948413971812|-0.419203509576619|0.269192887004465|-0.634289408568293|0.83279594220221|0.200105719733983|0.634269055910408|-0.72226684819907|-0.78189095761627|-0.956873914692551|0.517676333896816|0.728512016590685|-0.783607620745897|-0.398260993417352|-0.363306591752917|0.259354424662888,-2.5110029268893412,-2.3771051162543397,-2.6034662030645888,-1.8436198618573447,-2.4470631268651535,-2.846042203823153
-0.791373745072633|0.730492667295039|0.838444558903575|-0.374451588373631|-0.817156815435737|-0.903182645328343|0.51706475391984|-0.476696139667183|-0.409046461805701|0.59428705368191|-0.286631930153817|-0.228202241938561|-0.423627264797688|-0.838277113623917|-0.0931958039291203|-0.912125979084522|0.737576359417289|0.484068037942052,-1.6598635297617874,-2.1731153367242464,-1.5154781510195419,-0.8115635520623377,-1.5618164422068124,-1.55601348919167
0.438657537102699|0.75799161195755|0.728342533111572|0.202306059189141|0.826622419990599|-0.131426129024476|-0.631519102025777|-0.47511936025694|0.138402009848505|0.0201054634526372|-0.746284600347281|0.941690719686449|-0.810735002625734|0.772610031999648|0.696454676799476|-0.869387606624514|-0.948730052448809|-0.451186288613826,-0.05751285438891498,0.6021478859707714,0.6979390537538739,-0.8995514079307516,0.40107219881999,0.6995826844999482
-0.281092036515474|0.16713956836611|-0.26372527750209|0.616583747323602|0.563586435746402|0.330721628852189|-0.885099921841174|-0.208410385530442|0.0449116290546954|-0.804028229787946|0.47962652426213|0.171807136386633|0.777112016454339|-0.103532975073904|0.124104525893927|-0.0552020380273461|-0.476971281226724|-0.26599330175668,0.2718966442509555,-0.0252312731153021,0.1603106753249584,-0.2975930201976249,0.12566253071029987,0.05041324206950524
0.857812958303839|0.340753877069801|-0.264852611348033|-0.00933559704571962|-0.900108855683357|-0.00125159462913871|-0.86456611007452|0.817046259529889|-0.656764341052622|-0.239365982823074|0.299509323667735|-0.590052874293178|-0.329408648889512|0.279911547899246|-0.789633895270526|0.106742399744689|-0.891359308268875|-0.730337712913752,-2.814159406616818,-2.1787844505471488,-2.3520625344731982,-3.4895968900372583,-3.3292578710553546,-2.312003880188027
-0.018251636531204|-0.458426231518388|-0.768755368888378|-0.173183725215495|-0.106919172685593|-0.819900446105748|-0.448950331192464|0.65413428703323|-0.245106623508036|0.31431692885235|0.984844491817057|-0.86302082426846|-0.431638482958078|-0.50946570886299|-0.356139477342367|0.433901696931571|0.0160093577578664|0.0517760515213013,-2.2411848355433905,-2.3746898212314895,-2.0972844594912776,-1.5771038031360756,-2.7348177401736997,-2.156163939196933
0.553077771794051|-0.915100567508489|0.614446689840406|0.679302087519318|-0.587927838321775|0.195835808757693|-0.0814054957590997|0.927611730061471|-0.866607367992401|0.14057091018185|0.683892114553601|-0.421309534460306|-0.127035844139755|0.803875659126788|-0.752704274840653|0.891327099408954|-0.424542212393135|0.519857010338455,1.3071882739663123,1.7774965099369486,1.2526052298114843,1.6748471941798926,1.0423282066592947,1.4107677018881648
0.204899998381734|-0.608914210926741|0.275735412258655|-0.558799450285733|-0.920365593861789|-0.0669242264702916|-0.351675767451525|0.464546374510974|0.865554545540363|0.935563743580133|-0.864461218006909|0.925894774030894|0.942660152446479|0.878356183879077|0.265527733135968|0.894292263779789|0.279641498811543|0.11493234988302,2.261443601711653,2.2287493276409807,2.088537412411878,1.7249529398356875,2.349961120992278,1.9900258525195562
-0.760714026167989|0.427893864922225|0.73789185937494|-0.951422362122685|-0.630112006329|-0.757782655768096|0.831554966513067|-0.0303027671761811|-0.0773822767660022|0.484450136311352|0.813282259274274|-0.169104351196438|0.298043956048787|0.257469879463315|0.885832159314305|-0.751303422264755|0.752215522807091|0.348149953875691,1.0393234505550935,0.3514290179591626,0.9752171678020171,1.9484368602900455,0.9018956304915869,1.0682591211522496
-0.406256271991879|0.722080157604069|0.463671973440796|0.730349211022258|-0.00466590793803334|-0.0180303510278463|0.946974411141127|0.301747183315456|0.281389448326081|0.73824000172317|0.577443874906749|-0.570372450631112|0.358039633370936|0.130579785909504|0.469402714632452|-0.0329118720255792|0.223783223424107|-0.442996898666024,3.306207058695145,3.072159342576439,2.897200174292515,3.325503134696434,2.892791419515076,3.230385667548265
-0.665527788922191|0.675590955186635|0.486168211791664|0.669745759572834|-0.156965816393495|0.316896673291922|-0.0912855952046812|0.527678980026394|-0.431870424654335|0.292258545290679|0.166958122048527|-0.08137201750651|0.710926179774106|-0.473353134002537|-0.456410982646048|0.796844083350152|-0.844562056940049|-0.288436515722424,0.8102191291633062,0.9093219000380486,0.7498916505081407,0.2251660744038721,0.5393197374728819,0.8419335399227813
-0.769945072475821|-0.182745160534978|-0.971360591240227|0.490383632015437|-0.626650508958846|-0.792878204956651|0.709597022272646|0.279940051957965|0.616264575626701|-0.0685727247036994|-0.167986670043319|-0.613253006245941|-0.587392497807741|0.253921451047063|-0.675709408242255|-0.603095564991236|-0.044717323500663|-0.879097127821296,-2.9165984120685606,-2.7841079606985053,-2.8497970268419186,-2.2968599627881,-2.8962664926579844,-2.8170141773971005
0.899319959338754|0.200816509313881|0.361510512884706|-0.608178851660341|0.805812204256654|-0.406948323361576|-0.853824208024889|0.53939433535561|-0.216475175693631|0.574098036624491|-0.450637048576027|0.130740527063608|0.168002632446587|0.0783491232432425|0.772641397546977|-0.0894264304079115|0.952311897650361|0.971347223035991,1.979031786392443,1.972246619531264,2.0730042900437384,1.7465943804942072,1.7469071470201016,1.9321930677420003
-0.572875637095422|-0.981163457036018|0.73163087060675|0.420760298613459|0.663655380252749|0.0501693119294941|-0.488596408627927|0.858659638557583|-0.587885561399162|0.794287380762398|0.384836540091783|-0.260717398952693|0.688418328762054|-0.480653550941497|-0.330650994554162|0.506770570762455|0.503729739692062|-0.121905725449324,1.7125395145383664,1.2280606613960117,1.0359908122427037,1.5297749104443938,1.1431759508792312,1.0207247642170199
0.606197868939489|-0.998543134890497|0.128131910227239|-0.396457780152559|0.238563591614366|-0.975764677394181|-0.947202708572149|0.416940399911255|-0.284414848778397|-0.675685189664364|-0.462169716134667|0.439363604411483|0.742146483622491|0.770300861913711|0.73463686928153|0.765400569420308|0.422788301017135|0.9163664476946,0.625881978473626,0.6899141555186361,0.8044893785604035,0.7603775807345907,0.5992378950041408,0.44006182171611324
-0.488963869865984|0.158295742701739|-0.446993944700807|-0.465274537913501|-0.272136832587421|-0.359872548375279|-0.356956367846578|-0.221267750486732|0.170022019185126|0.028970692306757|-0.247164228465408|0.82454288797453|-0.263261151500046|-0.0298601211979985|0.659105457831174|0.0860683820210397|-0.622082149144262|0.135013413149863,-1.8658570528030396,-1.716552301015084,-1.1921810847431145,-1.7760461358663937,-1.2346523591394847,-1.3808691504825321
-0.981110590044409|-0.731245263945311|-0.926637501455843|-0.890831004828215|-0.441143309231848|0.353540127631277|-0.114979236386716|-0.0134464111179113|0.10573553154245|0.653579948935658|-0.810279153287411|-0.785406026057899|0.332422459963709|-0.64850683324039|0.867850181180984|0.517835897393525|0.1105588353239|-0.155943259596825,-2.901314070727676,-3.2128686361325283,-2.9234011419182124,-2.9116360512562096,-2.3421489832457154,-3.3528693220359
-0.868593530729413|0.124884879216552|0.357220008037984|-0.261792730074376|0.554029251914471|0.73055720794946|0.589785505086184|0.261729281395674|-0.299326463136822|0.327563194092363|0.279698700178415|0.324043927248567|0.00391597207635641|-0.386865802574903|-0.729080111254007|0.448485273867846|0.780665222555399|0.779625519178808,2.06151912243804,1.9592853518358122,1.6592437407683098,2.6160105570529897,2.21515019115371,1.7760248398968304
-0.204119774512947|0.0255669690668583|0.330895549617708|-0.409682385157794|-0.21998298401013|-0.263357063289732|-0.203263443894684|0.716755291447043|0.439273758791387|-0.36650111945346|0.30064596189186|-0.942570010200143|-0.215514156967402|-0.840432260651141|0.809254658408463|-0.907782639376819|0.735035941936076|-0.789332491811365,-0.912593600351829,-1.1740678413615873,-1.0466709220074808,-0.7269432467563699,-0.9753269019459064,-1.0944067876600339
0.0983119802549481|-0.394972090609372|0.833847825415432|0.874506488908082|-0.00668535241857171|0.316642979625612|0.360725638456643|0.360709460452199|-0.930708761326969|0.485511769074947|0.381038161925972|-0.449401214718819|0.808022253215313|-0.573129122611135|-0.510485355276614|-0.133239773567766|-0.466746314428747|-0.156204713508487,1.3487622573622502,1.0027144589150945,0.7880012389953697,0.9248428931304564,0.6787327977906292,1.0058891012464206
0.309844570700079|-0.553280261810869|-0.459358521271497|0.170193066354841|-0.712478374131024|-0.637119345832616|0.168485867790878|0.497741209343076|0.725685363635421|-0.931859310250729|0.0885987705551088|0.125936502590775|0.070445369463414|0.738693351857364|0.813714700751007|0.521135672461241|0.95788009185344|0.881208941806108,1.849875694338698,1.9964305920836825,1.9098922355902486,2.9443901298101993,2.259222120908089,1.8225969195493734
-0.575630868785083|0.925103562884033|-0.721098438836634|-0.258957666810602|-0.810668644495308|-0.261329647619277|-0.460549848619848|0.748896608594805|0.588501633144915|-0.412918843328953|0.62701752781868|0.663539612665772|0.349660987965763|-0.780563539359719|0.0790669652633369|0.931215123273432|0.820981184951961|-0.516298895236105,0.3878911300562322,0.24751289060028892,0.41598605361542906,0.3566329801765581,0.2295882829542582,0.4456747207958008
0.249588890466839|0.931193868163973|0.219480276573449|-0.181663296185434|0.403119346126914|-0.640802940819412|-0.821809395216405|0.280337982811034|0.0228002085350454|0.834116104058921|-0.64184688962996|-0.556402200832963|0.799265652894974|0.333694084081799|-0.938854826148599|-0.0992128471843898|-0.968990391585976|0.189400936011225,-0.9179576995316893,-0.8419438331387937,-0.7194683738341727,-1.8279433948608736,-1.707766577686804,-0.8546111170199451
